Unnamed: 0,created_at,text,user_name,user_location,retweet_count,favorite_count
0,14/03/2020 00:11,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,SABIEN,Las Vegas NV,102,0
1,14/03/2020 00:11,RT shope lindsey I m blessed to announce that I have officially committed to University of the Cumberlands to further my education and at ,calicia,Kentucky USA,5,0
2,14/03/2020 00:11,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,James ,Los Angeles CA,102,0
4,14/03/2020 00:10,RT EvanstonNow First COVID 19 case reported at Northwestern Northwestern University early this evening announced that an employee in the ,Julie Karant,Washington DC,1,0
5,14/03/2020 00:10,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,TheShawtyLo,nan,102,0
6,14/03/2020 00:10,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,KdeVos,nan,77,0
7,14/03/2020 00:10,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , alASSandra ,California Love,102,0
8,14/03/2020 00:10,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Karin,nan,102,0
9,14/03/2020 00:10,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Val ria,Boston MA,102,0
10,14/03/2020 00:10,Need some tips on how to create a compelling brandstory for your highered university Our team of experts have ou ,Circa Interactive,San Diego CA,0,0
11,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,liz,Nayarit M xico,102,0
12,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Nate,nan,102,0
13,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Anika,Los Angeles CA,102,0
14,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Shaya Jade,Bonney Lake WA,102,0
15,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,St Joshtrick s Day ,United States,102,0
16,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Vinicio Urizar ,Los Angeles CA,102,0
17,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , ,Houston TX,102,0
18,14/03/2020 00:09,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,la rothal a ,con chris,102,0
19,14/03/2020 00:08,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Ansley Jordan,nan,102,0
20,14/03/2020 00:08,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Andreas Bigger,Los Angeles CA,102,0
21,14/03/2020 00:08,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , ,LA babyyyy,102,0
22,14/03/2020 00:08,RT ThomasDangAB 1000 jobs will be lost at the University of Alberta will be lost as a result of Jason Kenney and the UCP s cuts This is ,sheila,nan,1,0
23,14/03/2020 00:08,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Ms Boo M S ,New Orleans,33,0
24,14/03/2020 00:08,RT llamalady101 From now until April 13th I will be continuing my education at MRU Mark Rose University majoring in any and all Farm O ,Marcia Johnson,Jackson MN,1,0
25,14/03/2020 00:08,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , ,love trumps hate ,102,0
26,14/03/2020 00:08,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,jas,california,102,0
27,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Jordan Gonzales,California USA,102,0
28,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Ang lica,Whittier CA,102,0
29,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Stephen,New York NY,102,0
30,14/03/2020 00:07,After much consideration I d like to announce my commitment to Zoom University to further my education Thank you , ,Somewhere with badgalriri,0,0
31,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,trader joe,San Francisco CA,102,0
32,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Katie Hogan,nan,102,0
33,14/03/2020 00:07,A massive congratulations to our very own Teddy Prior on his commitment to Western Washington University We are v ,Ridge Meadows Flames,nan,1,2
34,14/03/2020 00:07,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,T,Los Angeles CA,102,0
35,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Jessica Rogers,Bay Area,102,0
36,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,karlos marx,LA,102,0
37,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,off the field,Cali,102,0
38,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,les IS SEEING BTS 5 27,nan,102,0
39,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,dc,The Wild Area,102,0
40,14/03/2020 00:06,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Tyra,nan,102,0
41,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Alexander Tha Great,Crenshaw Los Angeles,102,0
42,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Ale ,This Dimension,102,0
43,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , ,818 CA ,102,0
44,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,zoeee,eating goldfish ,102,0
45,14/03/2020 00:05,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi , meikaMeek ,New Orleans,33,0
46,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Justin,San Diego CA,102,0
47,14/03/2020 00:05,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,I WANT MY OLD PAGE BACK ,New Orleans LA,33,0
48,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,wxndy ,nan,102,0
49,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,isabella,nan,102,0
50,14/03/2020 00:05,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Genesis Ortiz,nan,102,0
51,14/03/2020 00:05,1000 jobs will be lost at the University of Alberta will be lost as a result of Jason Kenney and the UCP s cuts T ,Thomas Dang,Edmonton Alberta,1,3
52,14/03/2020 00:05,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi , ,0017 Hollygrove,33,0
53,14/03/2020 00:04,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,motion,nan,102,0
54,14/03/2020 00:04,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,bw ,nan,33,0
55,14/03/2020 00:04,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,pj ,Knoxville TN,102,0
56,14/03/2020 00:04,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Vannessa,California USA,102,0
57,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Monayonnaise,Out of Pocket,102,0
58,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,agnes,Seattle WA,102,0
59,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo , ,Los Angeles CA,102,0
60,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Daniel,californ ,102,0
61,14/03/2020 00:03,Liberty University President Jerry Falwell Jr says in person classes to continue Genius at work here HaHa ,Mary Silver,Tiburon CA,0,0
62,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,erika,she her hockey hell,102,0
63,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Jacqueline,nan,102,0
64,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Jamilex,Los Angeles CA,102,0
65,14/03/2020 00:03,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,milo ,Hell Michigan,102,0
66,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,eden ,she her 18,102,0
67,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Gary Cabingao Jr,California USA,102,0
68,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Leo,Monrovia CA,102,0
69,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Kelechi ,New York USA,102,0
70,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Andrew Dow,Downtown,102,0
71,14/03/2020 00:02,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Bridgitte ,nan,102,0
72,14/03/2020 00:01,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,IV ,nan,102,0
73,14/03/2020 00:01,Lol my job is to enable distance education at an international university life is a little crazy right now , Peche Eclair,Vancouver ,0,0
74,14/03/2020 00:01,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Weird Champ,Los Angeles CA,102,0
75,14/03/2020 00:01,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,fR P ,Ca USA,102,0
76,14/03/2020 00:01,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Jim Merkley,Calgary ,118,0
77,14/03/2020 00:01,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,ski ,nan,102,0
78,14/03/2020 00:01,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Keisha,New Orleans LA,33,0
79,14/03/2020 00:01,RT eriktorenberg Deep Dive into education Current problems in k 12 amp higher ed Future of k 12 amp higher ed 3 waves of ed tech Op ,D i lle Fo g, ops ,15,0
80,14/03/2020 00:01,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,alex,Lennox CA,102,0
81,14/03/2020 00:01,RT StevieSalas AMERICAN AIRLINES CANADA ISN T IN THE USA I m Exec Plat but who cares the customer is nothing but a cash cow My work is ca , , ,2,0
82,14/03/2020 00:01,RT Bschackner Learning at home during a pandemic Why this state university is keeping its dorms open in a part of Pennsylvania where con ,Lauren Rosenblatt,Pittsburgh PA,4,0
83,14/03/2020 00:00,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Kendra Randle ,nan,102,0
84,14/03/2020 00:00,RT Bschackner Learning at home during a pandemic Why this state university is keeping its dorms open in a part of Pennsylvania where con ,Jeremy Raff,Lancaster PA,4,0
85,14/03/2020 00:00,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,christine ,nan,102,0
86,14/03/2020 00:00,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Lindsey McDowell,nan,102,0
87,14/03/2020 00:00,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi , ,nan,33,0
88,14/03/2020 00:00,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Carter Persily,El Dorado Hills,102,0
89,14/03/2020 00:00,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Sabrina,nan,102,0
90,14/03/2020 00:00,First COVID 19 case reported at Northwestern Northwestern University early this evening announced that an employee ,Evanston Now,Evanston IL,1,0
91,13/03/2020 23:59,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,josh reyes,J J,102,0
92,13/03/2020 23:59,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Dominic V Hyde III,nan,102,0
93,13/03/2020 23:59,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Seanathon,Reno NV,102,0
94,13/03/2020 23:59,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,David,nan,102,0
95,13/03/2020 23:58,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,kenna,nan,102,0
96,13/03/2020 23:58,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,Columbus ,California,102,0
97,13/03/2020 23:58,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,SM ,nan,102,0
98,13/03/2020 23:58,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,E Lynn,New Orleans La,33,0
99,13/03/2020 23:58,RT StevieSalas AMERICAN AIRLINES CANADA ISN T IN THE USA I m Exec Plat but who cares the customer is nothing but a cash cow My work is ca , , ,2,0
100,13/03/2020 23:57,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,ky,Pennsylvania USA,102,0
101,13/03/2020 23:57,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,sucio cris,nan,102,0
102,13/03/2020 23:57,RT USSbriefs BBC News Coronavirus More universities halt teaching and exams If your university is still not halting teaching and exa ,Andy Hom,Edinburgh Scotland,32,0
103,13/03/2020 23:57,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,wendsss ,taking a damn nap,102,0
104,13/03/2020 23:57,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,sierra,nan,102,0
105,13/03/2020 23:57,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,jonathan ,dmv pdx,102,0
106,13/03/2020 23:56,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,brit not spears ,nan,102,0
107,13/03/2020 23:56,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,mackenzie,Clovis CA,102,0
108,13/03/2020 23:56,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,diana,California USA,102,0
109,13/03/2020 23:56,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,nia ,In my mama arms ,33,0
110,13/03/2020 23:56,RT dom wall After much consideration I d like to announce my commitment to Zoom University to further my education Thank you to everyo ,max,Fresno CA,102,0
111,13/03/2020 23:55,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,FRESH LUGER,Northshore LA,33,0
112,13/03/2020 23:54,RT Bschackner Learning at home during a pandemic Why this state university is keeping its dorms open in a part of Pennsylvania where con ,Greg Freedland,Lancaster Co via Manch Vegas,4,0
113,13/03/2020 23:54,RT CBCIndigenous Signing of Peace and Friendship Treaty staged to educate people ,Edward,Anishinaabe Haudenosaunee land,12,0
114,13/03/2020 23:53,Discussing economic impact of coronavirus in the classroom my interview with duluthnews ,Praopan Pratoomchat,nan,0,0
115,13/03/2020 23:53,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,jade,nan,33,0
116,13/03/2020 23:53,After much consideration I d like to announce my commitment to Zoom University to further my education Thank you ,Dominic Wall,nan,102,292
117,13/03/2020 23:53,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Micah Backer,Holy Cross ,33,0
118,13/03/2020 23:53,RT RikkeToftN are you scrambling to learn how to do online teaching Open University they know a bit about this offers this free 24 ,Monika Gause,Hamburg Germany,5,0
119,13/03/2020 23:52,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi , that James Karst,New Orleans Louisiana,33,0
120,13/03/2020 23:52,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,ashleigh ,on your mind ,33,0
121,13/03/2020 23:52,RT esai irl Our provisional dates for rescheduled ESAI Conference 2020 are 3rd 5th September 2020 at the Institute of Education Dublin C ,Caroline McKeown,Dublin ,15,0
122,13/03/2020 23:51,RT PittsburghPG Many schools and universities are restricting face to face instruction in favor of educating remotely due to the COVID 19 ,Miracle,Pittsburgh PA,2,0
123,13/03/2020 23:51,RT brunelstudents IMPORTANT NOTICE Following recent news we would like to inform that the Union University is working on ensuring t ,Brunel Athletics,London Uxbridge ,8,0
124,13/03/2020 23:50,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Amanda Nicole MBA ,Houston TX NOLA,33,0
125,13/03/2020 23:50,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Jay ,New Orleans LA,33,0
126,13/03/2020 23:50,RT Deion Rivers28 This has been a long thought process and after having multiple talks with myself God and family Due to a few unfor ,tanner,Los Angeles CA,4,0
127,13/03/2020 23:50,RT angiladasauce You ever suffer through 4 years at university just to graduate online like some education connection shit ,Jaybe,Los Angeles CA,12,0
128,13/03/2020 23:50,RT Deion Rivers28 This has been a long thought process and after having multiple talks with myself God and family Due to a few unfor ,Deion ,nan,4,0
129,13/03/2020 23:49,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Javier Ayala,New Orleans LA,33,0
130,13/03/2020 23:49,RT PittsburghPG Many schools and universities are restricting face to face instruction in favor of educating remotely due to the COVID 19 ,Rich Klindworth,Greenville NC,2,0
131,13/03/2020 23:49,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Merry Widow,nan,118,0
132,13/03/2020 23:49,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Nola Dave,new orleans la ,33,0
133,13/03/2020 23:49,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Darth Rose ,New Orleans LA,33,0
134,13/03/2020 23:49,RT angiladasauce You ever suffer through 4 years at university just to graduate online like some education connection shit ,giselle,LA,12,0
135,13/03/2020 23:48,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,carmen,RI ,33,0
136,13/03/2020 23:48,RT jack1ekithinji y all we all about to get our education from zoom university ,Brit,Los Angeles CA,2,0
137,13/03/2020 23:48,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,k ,nan,33,0
138,13/03/2020 23:48,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Z fruit ,nan,143,0
139,13/03/2020 23:48,Many schools and universities are restricting face to face instruction in favor of educating remotely due to the CO ,Pittsburgh Post Gazette,Pittsburgh Pa ,2,2
140,13/03/2020 23:47,RT jack1ekithinji y all we all about to get our education from zoom university ,Jacky,nan,2,0
141,13/03/2020 23:47,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,Shelley Le Sarge,Brampton Ontario,77,0
142,13/03/2020 23:46,AMERICAN AIRLINES CANADA ISN T IN THE USA I m Exec Plat but who cares the customer is nothing but a cash cow My wor ,Stevie Salas,Austin Texas,2,25
143,13/03/2020 23:46,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,MARCH 23RD ,wholesome young lady bitch ,33,0
144,13/03/2020 23:45,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,ABADIE,Violet LA,33,0
145,13/03/2020 23:45, itsnicko DanielAndrewsMP I teach chemistry laboratories at university It is not as simple as we think to go com ,Kath Sugars ,Perth Western Australia,0,2
146,13/03/2020 23:45,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,JT,nan,33,0
147,13/03/2020 23:45,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,Misguided Goddess Ceion,La Nouvelle Orl ans,33,0
148,13/03/2020 23:44, CBCNews CBCQueensPark Privatize the administration of healthcare in Canada and while your at it privatized the a ,Rae Farrell ,Henderson NV,0,0
149,13/03/2020 23:44,RT eriktorenberg Deep Dive into education Current problems in k 12 amp higher ed Future of k 12 amp higher ed 3 waves of ed tech Op ,Andre Stephenson,nan,15,0
150,13/03/2020 23:44,During MVGasDisaster I rec d an unconscionable response from university I was attending whose handling of matter ,Nancy Ippolito,Massachusetts USA,0,1
151,13/03/2020 23:43,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Bradford Carver ,nan,118,0
152,13/03/2020 23:41,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,sweet vi,nan,33,0
153,13/03/2020 23:41,RT lonesomethot lol tfw u go to zoom university lmao wait no university of phoenix hahaha education connection am i right, ANNIE,nan,1,0
154,13/03/2020 23:40,RT NOLAnews A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormitory offi ,John Deaux,live long and prosper ,33,0
155,13/03/2020 23:40,From now until April 13th I will be continuing my education at MRU Mark Rose University majoring in any and all ,Anna Rose,nan,1,8
156,13/03/2020 23:40, microbit edu education across Canada I like this idea Count me in ,J Hamilton,Canada,0,3
157,13/03/2020 23:40,Canada needs to keep up its support for education so it can help the world this way Canadian scientists make COVI ,Darren Nicholls,Canada,0,0
158,13/03/2020 23:40,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,ducharme antonio,Blainville Qu bec,118,0
159,13/03/2020 23:40,RT CEPattersonJr The ability to adapt to a quickly changing environment amid COVID19 is necessary Exercising CHOICE allows mansfieldU ,Ryan McNamara,Mansfield Pa ,4,0
160,13/03/2020 23:40,A sophomore at Tulane University has died after falling to the ground from the upper floors of a four story dormi ,NOLA com,New Orleans LA,33,27
161,13/03/2020 23:39,RT obioraokaforc My recent talk at the University of Ottawa Human Rights Research and Education Centre uOttawaHRREC I had a great tim ,Nkechikwu Valerie Azinge,Nigeria,2,0
162,13/03/2020 23:38,RT KateEOates Very proud to be part of the team delivering teaching to our students MRI ManchesterPharmacy 10th in world 3rd in UK for ,Diane Mitchell,nan,3,0
163,13/03/2020 23:38,Of course it s Spring Young boys are coming to classes in shorts My pool boy doesn t want to talk to me anymore ,Reiko Ku ga r ,Washington DC,0,0
164,13/03/2020 23:38,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 , storm the hill ,nan,118,0
165,13/03/2020 23:37,y all we all about to get our education from zoom university , jackie ,nan,2,14
166,13/03/2020 23:37,RT PASSLawProf lawschools moving classes online View presentation videos at recent University of Denver Law conference Online amp H ,Melissa Hale,Chicago IL,1,0
167,13/03/2020 23:37,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Jane James,sunny wolverhampton ,143,0
168,13/03/2020 23:37,RT USSbriefs BBC News Coronavirus More universities halt teaching and exams If your university is still not halting teaching and exa ,David Edwards,nan,32,0
169,13/03/2020 23:37,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Shawn Stevens,Vancouver BC,118,0
170,13/03/2020 23:36,For students who have already applied to university and are eagerly awaiting their admissions responses there is a ,USTARlinks,Vancouver British Columbia,0,0
171,13/03/2020 23:36,RT shope lindsey I m blessed to announce that I have officially committed to University of the Cumberlands to further my education and at ,han,nan,5,0
172,13/03/2020 23:36,RT obioraokaforc My recent talk at the University of Ottawa Human Rights Research and Education Centre uOttawaHRREC I had a great tim ,Mr O I Kolawole,Akure Dublin City Ireland,2,0
173,13/03/2020 23:36,RT shope lindsey I m blessed to announce that I have officially committed to University of the Cumberlands to further my education and at ,Nate Bryan,Elizabethtown KY,5,0
174,13/03/2020 23:36,RT jessefordj I am excited to finally share that I will be joining the faculty at the University of North Carolina at Greensboro as a ten ,jlbloom,Boca Raton FL,7,0
175,13/03/2020 23:36,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,kathy,Alberta Canada,118,0
176,13/03/2020 23:36,lol tfw u go to zoom university lmao wait no university of phoenix hahaha education connection am i right,who unfollowed me like who don t follow me ,nan,1,4
177,13/03/2020 23:35,RT khadijasanusi With time the plan was for the books to be inherited by B U K My father wanted university students to have access to , ,Nigeria,532,0
178,13/03/2020 23:35,RT USSbriefs BBC News Coronavirus More universities halt teaching and exams If your university is still not halting teaching and exa ,Claire Marris is on ASOS,London Uk,32,0
179,13/03/2020 23:35,My recent talk at the University of Ottawa Human Rights Research and Education Centre uOttawaHRREC I had a grea ,Obiora C Okafor,Toronto Ontario,2,6
180,13/03/2020 23:35,Liberty University President Jerry Falwell Jr says in person classes to continue ,Kim Stiles,United States,0,0
181,13/03/2020 23:35,RT Newzroom405 ICYMI JJTabane in conversation with AdHabb who gives an update on tertiary education in SA his departure from Wits Un ,MJ Dlomo,South Africa,17,0
182,13/03/2020 23:34,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Aaron ,Saskatchewan Alberta,118,0
183,13/03/2020 23:32,Loma Linda University is hiring in LomaLinda CA Read about our latest Education job opening via the link in our ,TMJ CAO Educ Jobs,Orange County CA,0,0
184,13/03/2020 23:32,RT RikkeToftN are you scrambling to learn how to do online teaching Open University they know a bit about this offers this free 24 , Howard Rheingold ,San Francisco Bay Area,5,0
185,13/03/2020 23:31,RT ichaydon The Office of Research and Graduate Education is working with University administration to ensure individuals who assist wit ,Mark,Washington State USA,176,0
186,13/03/2020 23:31,RT RikkeToftN are you scrambling to learn how to do online teaching Open University they know a bit about this offers this free 24 , Doug Belshaw ,Morpeth UK,5,0
187,13/03/2020 23:30,Yuin University crowdfunding campaign Check it out education Compton ,Crowdfunding Center,nan,0,0
188,13/03/2020 23:30, lawschools moving classes online View presentation videos at recent University of Denver Law conference Onl ,Sara J Berman,nan,1,4
189,13/03/2020 23:30, PatFlynn Pat this was great We certainly share some goals we homeschool our kids and they are constantly thin ,Stephen Ferrin,California USA,0,0
190,13/03/2020 23:29,University of Arkansas for Medical Sciences has a unique combination of education research and clinical programs t ,UAMS Nursing Jobs,Little Rock Arkansas,0,0
191,13/03/2020 23:29,RT ibnou yassine francispouliot nvk Sounds scary But im comparing it with Morocco If you are whealthy enough you can live better ,Sondra spliffy spiff Smith ,Am I Carmen SanDiego ,1,0
192,13/03/2020 23:29,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,S W,nan,143,0
193,13/03/2020 23:28,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,OnGuardForCanada,nan,118,0
